"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
39,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
63,"Bachelors,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
23,"Assoc-acdm,","Never-married,","Transport-moving,","Female,","40,","United-States,","<=50K"
61,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
31,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
25,"9th,","Married-civ-spouse,","Machine-op-inspct,","Male,","45,","United-States,","<=50K"
33,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Sales,","Female,","36,","United-States,","<=50K"
53,"Bachelors,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","China,","<=50K"
26,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Male,","32,","United-States,","<=50K"
18,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
34,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
31,"HS-grad,","Divorced,","Craft-repair,","Male,","50,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,",">50K"
42,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
43,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","44,","Mexico,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Other-service,","Male,","38,","United-States,",">50K"
21,"Some-college,","Never-married,","Sales,","Female,","30,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,",">50K"
55,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,","<=50K"
57,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
37,"HS-grad,","Never-married,","Farming-fishing,","Male,","50,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
62,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
31,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,",">50K"
51,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","France,",">50K"
37,"Masters,","Divorced,","Exec-managerial,","Female,","45,","United-States,","<=50K"
45,"5th-6th,","Married-civ-spouse,","Transport-moving,","Male,","38,","Mexico,","<=50K"
47,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Divorced,","?,","Male,","75,","United-States,","<=50K"
75,"11th,","Married-civ-spouse,","Exec-managerial,","Male,","30,","United-States,","<=50K"
43,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
39,"Assoc-acdm,","Married-civ-spouse,","Craft-repair,","Male,","60,","Germany,",">50K"
30,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
27,"5th-6th,","Never-married,","Handlers-cleaners,","Male,","40,","Guatemala,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
53,"Masters,","Divorced,","Prof-specialty,","Female,","35,","United-States,",">50K"
40,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
18,"11th,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Protective-serv,","Male,","40,","England,","<=50K"
20,"HS-grad,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,","<=50K"
48,"HS-grad,","Divorced,","Adm-clerical,","Female,","35,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
24,"7th-8th,","Never-married,","Handlers-cleaners,","Male,","40,","Mexico,","<=50K"
30,"Some-college,","Divorced,","Handlers-cleaners,","Male,","50,","United-States,","<=50K"
70,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","30,","United-States,","<=50K"
26,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","44,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
70,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","5,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
36,"Some-college,","Divorced,","Sales,","Female,","35,","United-States,","<=50K"
23,"9th,","Never-married,","Machine-op-inspct,","Female,","40,","Mexico,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
58,"HS-grad,","Divorced,","Machine-op-inspct,","Male,","30,","United-States,","<=50K"
53,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
23,"Some-college,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
21,"Some-college,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
34,"Masters,","Divorced,","Prof-specialty,","Female,","50,","United-States,","<=50K"
43,"11th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
41,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
36,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","Vietnam,","<=50K"
41,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Female,","20,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","60,","United-States,","<=50K"
27,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","35,","United-States,","<=50K"
41,"HS-grad,","Divorced,","Protective-serv,","Male,","40,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Female,","40,","China,",">50K"
21,"Some-college,","Never-married,","Adm-clerical,","Male,","20,","United-States,","<=50K"
44,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
29,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Female,","22,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","Guatemala,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
43,"Some-college,","Never-married,","Adm-clerical,","Male,","48,","United-States,",">50K"
54,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
38,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
18,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
30,"Assoc-voc,","Married-civ-spouse,","Prof-specialty,","Female,","36,","United-States,",">50K"
30,"9th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Exec-managerial,","Female,","35,","United-States,","<=50K"
26,"Assoc-voc,","Never-married,","Adm-clerical,","Female,","45,","United-States,","<=50K"
37,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","43,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","50,","United-States,",">50K"
64,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","5,","United-States,",">50K"
18,"HS-grad,","Never-married,","Sales,","Female,","28,","United-States,","<=50K"
30,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","30,","United-States,","<=50K"
36,"Assoc-voc,","Married-civ-spouse,","?,","Female,","8,","United-States,","<=50K"
18,"11th,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
27,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
49,"9th,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","43,","United-States,",">50K"
37,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
30,"Some-college,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
29,"HS-grad,","Divorced,","Prof-specialty,","Female,","30,","Germany,","<=50K"
22,"HS-grad,","Never-married,","?,","Male,","40,","Mexico,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Farming-fishing,","Male,","30,","United-States,","<=50K"
38,"HS-grad,","Separated,","Priv-house-serv,","Female,","30,","United-States,","<=50K"
32,"Bachelors,","Divorced,","?,","Female,","40,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
56,"Masters,","Married-civ-spouse,","Adm-clerical,","Male,","80,","United-States,",">50K"
29,"Some-college,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
23,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
28,"HS-grad,","Never-married,","Protective-serv,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Divorced,","Adm-clerical,","Female,","20,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Farming-fishing,","Female,","50,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","48,","United-States,",">50K"
68,"7th-8th,","Married-civ-spouse,","?,","Male,","30,","United-States,","<=50K"
37,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","55,","United-States,",">50K"
57,"Prof-school,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
24,"Assoc-voc,","Never-married,","Adm-clerical,","Male,","30,","United-States,",">50K"
19,"Some-college,","Never-married,","Handlers-cleaners,","Male,","50,","United-States,","<=50K"
55,"Assoc-acdm,","Divorced,","Sales,","Female,","30,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
37,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Other-service,","Male,","50,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
40,"Bachelors,","Never-married,","Prof-specialty,","Female,","20,","United-States,","<=50K"
51,"HS-grad,","Divorced,","Priv-house-serv,","Female,","40,","United-States,","<=50K"
52,"Assoc-voc,","Married-civ-spouse,","Transport-moving,","Male,","56,","United-States,","<=50K"
74,"Some-college,","Widowed,","?,","Female,","3,","United-States,","<=50K"
49,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
20,"Some-college,","Never-married,","?,","Female,","40,","United-States,","<=50K"
40,"Some-college,","Divorced,","Adm-clerical,","Female,","50,","United-States,","<=50K"
80,"Some-college,","Never-married,","Prof-specialty,","Male,","60,","United-States,","<=50K"
63,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
63,"HS-grad,","Divorced,","Transport-moving,","Male,","45,","United-States,",">50K"
51,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
66,"HS-grad,","Widowed,","Craft-repair,","Male,","20,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Sales,","Male,","66,","United-States,","<=50K"
49,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","43,","United-States,","<=50K"
20,"Some-college,","Never-married,","Transport-moving,","Male,","32,","United-States,","<=50K"
33,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
26,"Some-college,","Married-AF-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
52,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
47,"Bachelors,","Divorced,","Sales,","Male,","45,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Exec-managerial,","Male,","75,","United-States,","<=50K"
53,"Assoc-acdm,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
26,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"7th-8th,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,",">50K"
65,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","10,","United-States,","<=50K"
68,"Bachelors,","Married-civ-spouse,","Transport-moving,","Male,","30,","United-States,","<=50K"
30,"10th,","Never-married,","Sales,","Male,","18,","Guatemala,","<=50K"
28,"11th,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
54,"10th,","Married-civ-spouse,","Protective-serv,","Male,","45,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Other-service,","Male,","10,","United-States,","<=50K"
22,"Some-college,","Never-married,","Adm-clerical,","Male,","50,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Other-service,","Male,","30,","United-States,","<=50K"
19,"11th,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
19,"Some-college,","Never-married,","?,","Female,","35,","United-States,","<=50K"
32,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
23,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
51,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
25,"Some-college,","Married-civ-spouse,","Sales,","Male,","44,","United-States,",">50K"
46,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
38,"Some-college,","Divorced,","Tech-support,","Female,","50,","United-States,","<=50K"
26,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
46,"HS-grad,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Other-service,","Female,","16,","United-States,","<=50K"
29,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
40,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","52,","United-States,","<=50K"
24,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Farming-fishing,","Male,","50,","United-States,","<=50K"
31,"Assoc-voc,","Married-civ-spouse,","Other-service,","Female,","24,","Mexico,","<=50K"
54,"HS-grad,","Divorced,","?,","Female,","30,","United-States,","<=50K"
34,"Assoc-acdm,","Separated,","Craft-repair,","Male,","60,","United-States,","<=50K"
19,"Some-college,","Never-married,","Farming-fishing,","Male,","66,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Transport-moving,","Male,","40,","United-States,","<=50K"
21,"10th,","Married-civ-spouse,","Farming-fishing,","Male,","70,","United-States,","<=50K"
23,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","24,","United-States,","<=50K"
37,"Some-college,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
40,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","46,","United-States,",">50K"
57,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","30,","United-States,","<=50K"
48,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
24,"11th,","Married-civ-spouse,","Transport-moving,","Male,","40,","Vietnam,","<=50K"
43,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
32,"Bachelors,","Never-married,","?,","Female,","20,","?,","<=50K"
40,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
52,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,",">50K"
49,"HS-grad,","Divorced,","Exec-managerial,","Male,","40,","United-States,","<=50K"
45,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
62,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
29,"Assoc-voc,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
49,"HS-grad,","Separated,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
55,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","?,","Male,","72,","United-States,","<=50K"
37,"Bachelors,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
29,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,",">50K"
28,"Some-college,","Separated,","Tech-support,","Male,","40,","United-States,",">50K"
38,"Some-college,","Never-married,","Exec-managerial,","Female,","45,","United-States,","<=50K"
45,"Assoc-voc,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
22,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Female,","20,","United-States,","<=50K"
20,"12th,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","?,","<=50K"
51,"Some-college,","Divorced,","Sales,","Female,","60,","United-States,","<=50K"
31,"Bachelors,","Never-married,","Prof-specialty,","Female,","40,","?,","<=50K"
48,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
51,"HS-grad,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
41,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","48,","United-States,",">50K"
62,"Assoc-voc,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
50,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
46,"HS-grad,","Married-civ-spouse,","Sales,","Female,","40,","United-States,",">50K"
54,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","60,","United-States,",">50K"
68,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","45,","United-States,",">50K"
23,"Assoc-acdm,","Never-married,","Craft-repair,","Male,","30,","United-States,","<=50K"
49,"Masters,","Never-married,","Sales,","Female,","35,","United-States,","<=50K"
24,"10th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
30,"HS-grad,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","45,","United-States,","<=50K"
34,"HS-grad,","Never-married,","Sales,","Female,","35,","United-States,","<=50K"
22,"Some-college,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
30,"7th-8th,","Separated,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
61,"7th-8th,","Married-civ-spouse,","Transport-moving,","Male,","31,","United-States,","<=50K"
36,"HS-grad,","Divorced,","Exec-managerial,","Male,","40,","United-States,","<=50K"
51,"Assoc-voc,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
43,"5th-6th,","Married-civ-spouse,","Machine-op-inspct,","Female,","40,","Vietnam,",">50K"
54,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","48,","United-States,",">50K"
63,"HS-grad,","Widowed,","Prof-specialty,","Female,","25,","United-States,","<=50K"
51,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
63,"10th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
27,"HS-grad,","Divorced,","Sales,","Female,","35,","United-States,","<=50K"
35,"Assoc-acdm,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
31,"Bachelors,","Married-civ-spouse,","?,","Female,","25,","United-States,",">50K"
46,"HS-grad,","Separated,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
26,"Some-college,","Divorced,","Adm-clerical,","Male,","24,","United-States,","<=50K"
43,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Sales,","Male,","50,","United-States,",">50K"
50,"HS-grad,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
62,"Some-college,","Married-civ-spouse,","?,","Female,","45,","United-States,",">50K"
57,"Some-college,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","?,","Male,","24,","United-States,","<=50K"
29,"HS-grad,","Never-married,","Other-service,","Male,","20,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
18,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
22,"Some-college,","Never-married,","?,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Never-married,","Other-service,","Male,","40,","El-Salvador,","<=50K"
69,"11th,","Married-civ-spouse,","Adm-clerical,","Male,","20,","United-States,","<=50K"
56,"7th-8th,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
53,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
28,"Bachelors,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
33,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","84,","Taiwan,",">50K"
48,"HS-grad,","Divorced,","Sales,","Female,","30,","United-States,","<=50K"
61,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
49,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
48,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
32,"7th-8th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
27,"Bachelors,","Never-married,","?,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Male,","14,","United-States,","<=50K"
47,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Transport-moving,","Male,","60,","United-States,","<=50K"
72,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,","<=50K"
29,"11th,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
57,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","48,","England,","<=50K"
50,"Assoc-acdm,","Married-civ-spouse,","Adm-clerical,","Male,","60,","Columbia,","<=50K"
45,"Some-college,","Married-civ-spouse,","Sales,","Male,","30,","United-States,","<=50K"
52,"Some-college,","Divorced,","Prof-specialty,","Male,","40,","United-States,",">50K"
53,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","48,","United-States,",">50K"
36,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","48,","United-States,","<=50K"
46,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
20,"HS-grad,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
75,"5th-6th,","Widowed,","Other-service,","Male,","10,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
28,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"Masters,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
17,"11th,","Never-married,","Sales,","Female,","35,","United-States,","<=50K"
46,"Assoc-voc,","Divorced,","Adm-clerical,","Female,","38,","United-States,","<=50K"
39,"Assoc-acdm,","Separated,","Prof-specialty,","Female,","30,","United-States,","<=50K"
38,"Some-college,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
36,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","60,","United-States,","<=50K"
63,"Bachelors,","Never-married,","Prof-specialty,","Female,","21,","United-States,","<=50K"
28,"1st-4th,","Married-civ-spouse,","Machine-op-inspct,","Male,","43,","Mexico,","<=50K"
28,"Bachelors,","Never-married,","?,","Male,","45,","United-States,","<=50K"
49,"HS-grad,","Never-married,","Adm-clerical,","Female,","35,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
38,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
39,"HS-grad,","Never-married,","Tech-support,","Male,","62,","England,","<=50K"
42,"HS-grad,","Divorced,","?,","Female,","40,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
45,"HS-grad,","Separated,","?,","Female,","10,","United-States,","<=50K"
29,"HS-grad,","Divorced,","?,","Female,","40,","United-States,","<=50K"
24,"Bachelors,","Never-married,","Prof-specialty,","Male,","45,","United-States,","<=50K"
30,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","50,","United-States,",">50K"
44,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Sales,","Male,","24,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","35,","Puerto-Rico,","<=50K"
42,"Masters,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
